,nome,link,indirizzo,sito,facebook,telefono
193,Santa croce beach restaurant near amalfi,https://www.tripadvisor.it/Restaurant_Review-g187780-d4755984-Reviews-Santa_croce_beach_restaurant_near_amalfi-Amalfi_Amalfi_Coast_Province_of_Salerno_.html,"On beach, Amalfi Italia",,,
194,Capricci di Gola,https://www.tripadvisor.it/Restaurant_Review-g580201-d10089072-Reviews-Capricci_di_Gola-Agerola_Province_of_Naples_Campania.html,"Via Antonio Pietro Coppola 90, 80051, Agerola Italia",,https://www.facebook.com/Capricci-di-Gola-550729648378876, 081 873 1468
195,Lido delle sirene,https://www.tripadvisor.it/Restaurant_Review-g187780-d3138816-Reviews-Lido_delle_sirene-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazzale Dei Protontini 4, 84011, Amalfi Italia",,,
196,Ristorante M'ama!,https://www.tripadvisor.it/Restaurant_Review-g194867-d2227467-Reviews-Ristorante_M_ama-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Umberto I, 70, 84010 Praiano Italia",http://www.ristorantemama.it,, 089 874776
197,Adamo ed Eva by Eden Roc,https://www.tripadvisor.it/Restaurant_Review-g194863-d3168945-Reviews-Adamo_ed_Eva_by_Eden_Roc-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. Marconi 110, 84017, Positano Italia",,,
198,Punto Ristoro Il Caffe degli Dei,https://www.tripadvisor.it/Restaurant_Review-g580201-d14012294-Reviews-Punto_Ristoro_Il_Caffe_degli_Dei-Agerola_Province_of_Naples_Campania.html,"Sentiero Degli Dei 22, 80051, Agerola Italia",,https://www.facebook.com/ilcaffedeglideit, 331 401 4379
199,La Bussola Sul Mare Ristorante,https://www.tripadvisor.it/Restaurant_Review-g187780-d14175791-Reviews-La_Bussola_Sul_Mare_Ristorante-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Lungomare dei Cavalieri,16, 84011, Amalfi Italia",,,
200,Bar Royal,https://www.tripadvisor.it/Restaurant_Review-g187780-d1945791-Reviews-Bar_Royal-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Lorenzo d'Amalfi 10, 84011, Amalfi Italia",,,
201,Pizzeria & Gastonomia Mascolo,https://www.tripadvisor.it/Restaurant_Review-g580201-d8419335-Reviews-Pizzeria_Gastronomia_Mascolo-Agerola_Province_of_Naples_Campania.html,"Via Belvedere 6, 80051, Agerola Italia",,http://www.facebook.com/Pizzeria-Gastronomia-Mascolo-371764823028106, 324 044 1069
202,Donna Clelia Ristorante,https://www.tripadvisor.it/Restaurant_Review-g194867-d12710005-Reviews-Donna_Clelia-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Marina di Praia 9, 84010 Praiano Italia",,https://www.facebook.com/Donna-Clelia-615137948692136, 089 874706
203,Pastificio Cuomo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12594233-Reviews-Pastificio_Cuomo-Gragnano_Province_of_Naples_Campania.html,"Via Roma 33, 80054 Gragnano Italia",http://pastacuomo.com,, 081 060 1402
204,Duomo Caffe,https://www.tripadvisor.it/Restaurant_Review-g194873-d8399769-Reviews-Duomo_Caffe-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza Duomo N. 15, 84010, Ravello Italia",http://www.duomocaffe.it,, 089 858315
205,Kasai,https://www.tripadvisor.it/Restaurant_Review-g194867-d8115579-Reviews-Kasai-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Umberto Primo 84, 84010 Praiano Italia",http://in-italia.net/1381187365513871,, 089 874108
206,B&B AGRITURISMO CASALE PARADISO,https://www.tripadvisor.it/Restaurant_Review-g580201-d2097016-Reviews-B_B_Agriturismo_Casale_Paradiso-Agerola_Province_of_Naples_Campania.html,"Via Radicosa 57 Vicino Maneggio Cavalli, 80051, Agerola Italia",,, 081 802 5131
207,Zi'Ntonio,https://www.tripadvisor.it/Restaurant_Review-g580208-d9562049-Reviews-Zi_Ntonio-Scala_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Torricella 39, 84010 Scala Italia",http://www.hotelzintonio.it,, 089 857118
208,La Moressa Italian Bistrò & Lounge Bar,https://www.tripadvisor.it/Restaurant_Review-g194867-d7785030-Reviews-La_Moressa_Italian_Bistro_Lounge_Bar-Praiano_Amalfi_Coast_Province_of_Salerno_Cam.html,"Piazza Moressa 1, 84010 Praiano Italia",http://www.lamoressa.it,, 089 935 5017
209,Ohima' Restaurant,https://www.tripadvisor.it/Restaurant_Review-g194863-d14098781-Reviews-Ohima_Restaurant-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo, 17 Piazza dei Mulini, 84017, Positano Italia",,,
210,Ailaikit Eat and Drink in thr factory,https://www.tripadvisor.it/Restaurant_Review-g580202-d12320519-Reviews-Ailaikit_Eat_and_Drink_in_the_Factory-Minori_Amalfi_Coast_Province_of_Salerno_Ca.html,"via roma 24 • Lungomare di Minori Presso Ceramiche Fes Show room, 84010 Minori Italia",,http://www.facebook.com/Ailaikit-eat-and-drink-in-the-factory-1016471451800389, 089 854 1607
211,Il Gran Caffe e ad Amalfi,https://www.tripadvisor.it/Restaurant_Review-g187780-d2034397-Reviews-Il_Gran_Caffe_e_ad_Amalfi-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso delle Repubbliche Marinare 37/38, 84011, Amalfi Italia",,,
212,La Terrazza del Cardinale,https://www.tripadvisor.it/Restaurant_Review-g187780-d1520214-Reviews-La_Terrazza_del_Cardinale-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Salita Tuoro 10, 84011, Amalfi Italia",,,
213,Don Antonio - Pizzeria Amalfi,https://www.tripadvisor.it/Restaurant_Review-g187780-d23291960-Reviews-Don_Antonio_Pizzeria_Amalfi-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pietro Capuano, 42, 84011, Amalfi Italia",,,
214,Il Pino,https://www.tripadvisor.it/Restaurant_Review-g194867-d1063391-Reviews-Il_Pino-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gennaro Capriglione 13 Free pick up service / Servizio navetta gratuito, 84010 Praiano Italia",,http://www.facebook.com/ristoranteilpino/?ref=bookmark, 089 813004
215,La Risacca Bar,https://www.tripadvisor.it/Restaurant_Review-g635619-d2088601-Reviews-Bar_La_Risacca-Atrani_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza Umberto I, 84010 Atrani Italia",,http://www.facebook.com/BarLaRisacc, 089 872866
216,Cico's RistoPub,https://www.tripadvisor.it/Restaurant_Review-g194806-d12460863-Reviews-Cico_s_RistoPub-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Santa Tecla 14, 84010, Maiori Italia",,https://www.facebook.com/pg/Cicos-Pub-1322232074530177/about/?ref=page_interna, 089 852964
217,Il Faro di Capo d’Orso,https://www.tripadvisor.it/Restaurant_Review-g194806-d1434700-Reviews-Il_Faro_di_Capo_d_Orso-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Strada Statale Amalfitana Km 44, 84010, Maiori Italia",http://www.ilfarodicapodorso.it/it/ristorante-vista-mare-costiera-amalfitana,, 089 877022
218,Latticini di Agerola,https://www.tripadvisor.it/Restaurant_Review-g187780-d12597160-Reviews-Latticini_di_Agerola-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pietro Capuano 51, 84011, Amalfi Italia",,,
219,Pizzetteria Mediterranea,https://www.tripadvisor.it/Restaurant_Review-g187780-d2707803-Reviews-Pizzetteria_Mediterranea-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Lorenzo d'Amalfi 23, 84011, Amalfi Italia",,,
220,Pescheria Andrea’s,https://www.tripadvisor.it/Restaurant_Review-g580202-d14199750-Reviews-Pescheria_Andrea_s-Minori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Vittorio Emanuele, 84010 Minori Italia",,, 089 853336
221,Borgo San Pietro,https://www.tripadvisor.it/Restaurant_Review-g580208-d7177162-Reviews-Borgo_San_Pietro-Scala_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza San Pietro 1, 84010 Scala Italia",http://www.riannarooms.com,, 089 858242
222,La breeze,https://www.tripadvisor.it/Restaurant_Review-g194863-d4075200-Reviews-La_breeze-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Beach front, Positano Italia",,,
223,Ristorante Da Giannino,https://www.tripadvisor.it/Restaurant_Review-g580201-d1534821-Reviews-Ristorante_Da_Giannino-Agerola_Province_of_Naples_Campania.html,"Via Villani, 58, 80051, Agerola Italia",https://ristorante-da-giannino.business.site/?utm_source=gmb&utm_medium=referra,, 333 365 8566
224,Divin Baguette,https://www.tripadvisor.it/Restaurant_Review-g194806-d13997354-Reviews-Divin_Baguette-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Santa Tecla 16, 84010, Maiori Italia",,https://www.facebook.com/DiVinBaguetteAmalficoast, 089 983 7012
225,La Pergola,https://www.tripadvisor.it/Restaurant_Review-g187780-d17533009-Reviews-La_Pergola-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Giovanni Augustariccio 10, 84011, Amalfi Italia",,,
226,La Gavitella - Restaurant & Beach,https://www.tripadvisor.it/Restaurant_Review-g194867-d1058737-Reviews-La_Gavitella_Restaurant_Beach-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gavitella 1, 84010 Praiano Italia",http://www.lagavitella.it,, 350 582 1514
227,Panificio Erasmo Pacileo di Pacileo,https://www.tripadvisor.it/Restaurant_Review-g187780-d19366593-Reviews-Panificio_Erasmo_Pacileo_Di_Pacileo_C-Amalfi_Amalfi_Coast_Province_of_Salerno_Ca.html,"Piazza dei Dogi, 6, 84011, Amalfi Italia",,,mailto:luigipacileo64@gmail.com?subject=?
228,Luca's,https://www.tripadvisor.it/Restaurant_Review-g635622-d3166970-Reviews-Luca_s-Furore_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via San Michele 1 Salita San Michele, 84010, Furore Italia",,, 089 830385
229,Dea mangiona,https://www.tripadvisor.it/Restaurant_Review-g635620-d17561786-Reviews-Dea_mangiona_ristorante_di_pesce-Cetara_Amalfi_Coast_Province_of_Salerno_Campani.html,"Corso Giuseppe Garibaldi 24, 84010 Cetara Italia",,, 328 186 3836
230,Adamo ed Eva by Eden Roc,https://www.tripadvisor.it/Restaurant_Review-g194863-d3168945-Reviews-Adamo_ed_Eva_by_Eden_Roc-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. Marconi 110, 84017, Positano Italia",,,
231,La Taverna del Leone,https://www.tripadvisor.it/Restaurant_Review-g194863-d1111665-Reviews-La_Taverna_del_Leone-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Laurito 43, 84017, Positano Italia",,,
232,Ristorante La Cucina del Tramonto d'Oro,https://www.tripadvisor.it/Restaurant_Review-g194867-d2027542-Reviews-Ristorante_La_Cucina_del_Tramonto_d_Oro-Praiano_Amalfi_Coast_Province_of_Salerno_.html,"Via Gennaro Capriglione 119, 84010 Praiano Italia",http://www.tramontodoro.it,, 089 874955
233,Bar Drinkeria Amalfi M,https://www.tripadvisor.it/Restaurant_Review-g187780-d12558352-Reviews-Bar_Drinkeria_Amalfi_M-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza Municipio, 84011, Amalfi Italia",,,
234,BaccoFurore Hostaria,https://www.tripadvisor.it/Restaurant_Review-g635622-d1221070-Reviews-BaccoFurore_Hostaria-Furore_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. B. Lama, 9, 84010, Furore Italia",https://www.baccofurore.it/ristorante,, 089 830360
235,L'Angolo dei Sapori,https://www.tripadvisor.it/Restaurant_Review-g580201-d2357773-Reviews-L_Angolo_dei_Sapori-Agerola_Province_of_Naples_Campania.html,"Via Principe di Piemonte, 29, 80051, Agerola Italia",http://www.instagram.com/angolodeisapori__,, 081 873 1626
236,Ohima' Restaurant,https://www.tripadvisor.it/Restaurant_Review-g194863-d14098781-Reviews-Ohima_Restaurant-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo, 17 Piazza dei Mulini, 84017, Positano Italia",,,
237,Rabbit,https://www.tripadvisor.it/Restaurant_Review-g580201-d2183317-Reviews-Rabbit-Agerola_Province_of_Naples_Campania.html,"Via San Lorenzo 8B, 80051, Agerola Italia",http://www.rabbitagerola.it,, 081 873 1340
238,Ristorante al Belvedere,https://www.tripadvisor.it/Restaurant_Review-g635621-d4455095-Reviews-Ristorante_al_Belvedere-Conca_dei_Marini_Amalfi_Coast_Province_of_Salerno_Campani.html,"Via Smeraldo 19, 84010 Conca dei Marini Italia",http://www.belvederehotel.it,, 089 831282
239,Agriturismo villa maria,https://www.tripadvisor.it/Restaurant_Review-g580202-d3381641-Reviews-Agriturismo_villa_maria-Minori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pioppi, 84010 Minori Italia",http://www.agriturismovillamaria.it,, 089 877197
240,La Strada,https://www.tripadvisor.it/Restaurant_Review-g194867-d1549120-Reviews-La_Strada-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"via G.capriglione, 178, 84010 Praiano Italia",http://www.lastradaristorante.it,, 089 813081
241,Ristorante dell'Hotel La Margherita,https://www.tripadvisor.it/Restaurant_Review-g580208-d8487631-Reviews-Ristorante_dell_Hotel_La_Margherita-Scala_Amalfi_Coast_Province_of_Salerno_Campan.html,"Via Torricella Villa Giuseppina, 84010 Scala Italia",http://www.lamargheritahotel.it/site/en/services,, 089 857106
242,Pastificio Cuomo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12594233-Reviews-Pastificio_Cuomo-Gragnano_Province_of_Naples_Campania.html,"Via Roma 33, 80054 Gragnano Italia",http://pastacuomo.com,, 081 060 1402
243,Sohosushi&samba,https://www.tripadvisor.it/Restaurant_Review-g187781-d21233770-Reviews-Sohosushi_samba-Salerno_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Ligea, 84121 Salerno Italia",,,
244,Sea terrace,https://www.tripadvisor.it/Restaurant_Review-g187780-d17443519-Reviews-Sea_terrace-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Lungomare dei Cavalieri, 181, 84011, Amalfi Italia",,,
245,Voce 'e Notte Grill & Sunset Bar,https://www.tripadvisor.it/Restaurant_Review-g194867-d7058913-Reviews-Voce_e_Notte_Grill_Sunset_Bar-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gennaro Capriglione, 138 Hotel Le Fioriere, 84010 Praiano Italia",http://www.lefioriere.it/it/hotel_praiano/Voce+e%27+Notte+Grill+and+Sunset+Bar/1,, 089 874203
246,Trattoria San Francisco,https://www.tripadvisor.it/Restaurant_Review-g635618-d1963671-Reviews-Pizzeria_San_Francisco-Tramonti_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Comunale Polvica-Paterno, 84010 Tramonti Italia",,, 339 440 1041
247,Bar al San Domingo,https://www.tripadvisor.it/Restaurant_Review-g194873-d4737268-Reviews-Bar_al_San_Domingo-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza Duomo 2, 84010, Ravello Italia",http://www.alsandomingo.com,, 089 857142
248,Caffe' Calce I Giardini,https://www.tripadvisor.it/Restaurant_Review-g194873-d3225647-Reviews-Caffe_Calce_I_Giardini-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Viale Richard Wagner 3, 84010, Ravello Italia",http://www.caffecalce.com,, 089 857152
249,Bar da Pietro,https://www.tripadvisor.it/Restaurant_Review-g580208-d19059913-Reviews-Bar_da_Pietro-Scala_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazetta San Lorenzo, Scala Italia",,https://www.facebook.com/Bar-da-Pietro-111208123577343, 339 805 6781
250,Che Bonta Gastronomia,https://www.tripadvisor.it/Restaurant_Review-g194867-d2721362-Reviews-Che_Bonta_Gastronomia-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Guglielmo Marconi 2/A, 84010 Praiano Italia",,http://www.facebook.com/gastronomia.praian, 089 874622
251,L'Antico Borgo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d3227746-Reviews-L_Antico_Borgo-Gragnano_Province_of_Naples_Campania.html,"Via Castello,7 Parco Regionale dei Monti Lattari, 80054 Gragnano Italia",http://www.allanticoborgo.com,, 081 879 5688
252,"Il Pirata Restaurant, Lounge Bar and Beach Club",https://www.tripadvisor.it/Restaurant_Review-g194867-d1108727-Reviews-Il_Pirata_Restaurant_Lounge_Bar_and_Beach_Club-Praiano_Amalfi_Coast_Province_of_S.html,"Via Terramare Praiano, 84010 Praiano Italia",http://www.ilpiratamalficoast.com,, 089 874377
253,Hotel Villa Fraulo L'Incanto,https://www.tripadvisor.it/Restaurant_Review-g194873-d2370696-Reviews-Hotel_Villa_Fraulo_L_Incanto-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via San Giovanni del Toro N 6, 84010, Ravello Italia",,, 089 858283
254,Pizzeria A... Gradillo,https://www.tripadvisor.it/Restaurant_Review-g194873-d15147383-Reviews-Pizzeria_A_Gradillo-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Viale Parco della Rimembranza, 39- 41, 84010, Ravello Italia",http://www.pizzeriagradillo.it,, 320 631 3316
255,Luigi's Bar,https://www.tripadvisor.it/Restaurant_Review-g194873-d17415668-Reviews-Luigi_s_Bar-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via San Giovanni del Toro 10, 84010, Ravello Italia",,,
256,Agriturismo il Castagno,https://www.tripadvisor.it/Restaurant_Review-g580201-d5256652-Reviews-Agriturismo_il_Castagno-Agerola_Province_of_Naples_Campania.html,"Via Radicosa 39, 80051, Agerola Italia",http://www.agriturismoilcastagno.com,, 081 802 5164
257,Agriturismo Villa Antica,https://www.tripadvisor.it/Restaurant_Review-g1149890-d6474144-Reviews-Agriturismo_Villa_Antica-Gragnano_Province_of_Naples_Campania.html,"Strada Statale per Agerola, 137, 80054 Gragnano Italia",http://www.agriturismovillaantica.it,, 333 923 0507
258,Caffè Calce,https://www.tripadvisor.it/Restaurant_Review-g194873-d7039078-Reviews-Caffee_Calce-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Roma n. 2, 84010, Ravello Italia",http://www.giardinicalce.com/food-mor,, 089 857152
259,Cetara Punto e Pasta,https://www.tripadvisor.it/Restaurant_Review-g635620-d6913213-Reviews-Cetara_Punto_e_Pasta-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Giuseppe Garibaldi, 14, 84010 Cetara Italia",,https://www.facebook.com/cetarapuntoepasta, 089 261109
260,Osteria E Pizzeria Dell'olmo,https://www.tripadvisor.it/Restaurant_Review-g194806-d17380445-Reviews-Osteria_E_Pizzeria_Dell_olmo-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Reginna 63, 84010, Maiori Italia",,, 089 854 1594
261,Osteria Totò e Peppino,https://www.tripadvisor.it/Restaurant_Review-g194806-d14013171-Reviews-Osteria_Toto_E_Peppino-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Reginna, 84010, Maiori Italia",http://www.osteriatotoepeppino.it,, 089 843 1600
262,Lido Capo di Conca,https://www.tripadvisor.it/Restaurant_Review-g635621-d3157652-Reviews-Lido_Capo_di_Conca-Conca_dei_Marini_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Capo di Conca, 84010 Conca dei Marini Italia",http://www.capodiconca.it,, 089 831512
263,Pastificio Cuomo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12594233-Reviews-Pastificio_Cuomo-Gragnano_Province_of_Naples_Campania.html,"Via Roma 33, 80054 Gragnano Italia",http://pastacuomo.com,, 081 060 1402
264,Bar il quadrifoglio,https://www.tripadvisor.it/Restaurant_Review-g194806-d17416346-Reviews-Bar_il_quadrifoglio-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza Raffaele d'Amato 3 Corso regina Maiori, 84010, Maiori Italia",,http://www.facebook.com/Bar-Il-Quadrifoglio-1060674570750104, 339 660 2452
265,One Fire Beach,https://www.tripadvisor.it/Restaurant_Review-g194867-d1229434-Reviews-One_Fire_Beach-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gavitella, 84010 Praiano Italia",,https://www.facebook.com/pages/One-Fire-Beach/21639708838367, 338 350 8555
266,Cucina Antichi Sapori,https://www.tripadvisor.it/Restaurant_Review-g15709246-d2325975-Reviews-Cucina_Antichi_Sapori-Campinola_Province_of_Salerno_Campania.html,"Via Chiunzi 72, 84010 Campinola Italia",https://www.cucinaantichisapori.it,, 089 876491
267,La Terrazza,https://www.tripadvisor.it/Restaurant_Review-g194873-d2386239-Reviews-La_Terrazza-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Bizantina 3 Hotel Marmorata, 84010, Ravello Italia",http://www.marmorata.it,,
268,La Terrazza,https://www.tripadvisor.it/Restaurant_Review-g194806-d12991527-Reviews-La_Terrazza-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Tenente Confalone 1 D, 84010, Maiori Italia",,http://www.facebook.com/Ristorante-La-Terrazza-10432630846826, 089 851671
269,Adamo ed Eva by Eden Roc,https://www.tripadvisor.it/Restaurant_Review-g194863-d3168945-Reviews-Adamo_ed_Eva_by_Eden_Roc-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. Marconi 110, 84017, Positano Italia",,,
270,Agriturismo da Regina,https://www.tripadvisor.it/Restaurant_Review-g635618-d6073405-Reviews-Agriturismo_da_Regina-Tramonti_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Vaccaro 90, 84010 Tramonti Italia",http://www.agriturismodaregina.it,, 334 722 2115
271,Criscito'S,https://www.tripadvisor.it/Restaurant_Review-g194867-d10634857-Reviews-Criscito_S-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Guglielmo Marconi 45, 84010 Praiano Italia",http://www.criscitos.it,, 089 874884
272,Cuonc Cuonc,https://www.tripadvisor.it/Restaurant_Review-g580202-d21233225-Reviews-Cuonc_Cuonc-Minori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Torre 15, 84010 Minori Italia",http://m.facebook.com/pages/category/Shopping---Retail/Azienda-Agricola-Cuonc-Cuonc-113840696681010,,
273,Hotel  Club Due Torri Ristorante,https://www.tripadvisor.it/Restaurant_Review-g194806-d8373846-Reviews-Hotel_Club_Due_Torri_Ristorante-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Diego Taiani 3, 84010, Maiori Italia",http://www.hotel2torri.com/ristorant,, 089 877699
274,Hostaria Santa Maria,https://www.tripadvisor.it/Restaurant_Review-g194806-d2203946-Reviews-Hostaria_Santa_Maria-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Diego Taiani, 15, 84010, Maiori Italia",http://www.hostariasantamaria.com,, 089 877402
275,Ohima' Restaurant,https://www.tripadvisor.it/Restaurant_Review-g194863-d14098781-Reviews-Ohima_Restaurant-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo, 17 Piazza dei Mulini, 84017, Positano Italia",,,
276,Lo Sfusato,https://www.tripadvisor.it/Restaurant_Review-g194806-d6484845-Reviews-Lo_Sfusato-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Santa Tecla 8 il ristorante si trova all'interno dell'hotel Panorama, 84010, Maiori Italia",http://Www.hotelpanoramamaiori.it,, 089 877202
277,La Marinella,https://www.tripadvisor.it/Restaurant_Review-g187780-d1520725-Reviews-La_Marinella-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Lungomare dei Cavalieri, Amalfi Italia",,,
278,Restaurant Mario E Maria,https://www.tripadvisor.it/Restaurant_Review-g194806-d2168685-Reviews-Restaurant_Mario_E_Maria-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Nuova Provinciale Chiunzi 9, 84010, Maiori Italia",,, 089 852184
279,Ristorante L'orto Di Vittoria,https://www.tripadvisor.it/Restaurant_Review-g194873-d23499214-Reviews-Ristorante_L_orto_Di_Vittoria-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via San Francesco, 8, 84010, Ravello Italia",,,
280,Ristorante-Pizzaria da Asporta,https://www.tripadvisor.it/Restaurant_Review-g635621-d2179306-Reviews-Ristorante_Pizzaria_da_Asporta-Conca_dei_Marini_Amalfi_Coast_Province_of_Salerno_.html,"Via Pali, Conca dei Marini Italia",,,
281,Osteria al Vignariello,https://www.tripadvisor.it/Restaurant_Review-g194806-d14047147-Reviews-Osteria_al_Vignariello-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Nuova Chiunzi 9, 84010, Maiori Italia",,https://www.facebook.com/osteriaalvignariello, 089 935 5525
282,Hostaria del Corso,https://www.tripadvisor.it/Restaurant_Review-g580202-d21088368-Reviews-Hostaria_del_Corso-Minori_Amalfi_Coast_Province_of_Salerno_Campania.html,"C.so Vittorio Emanuele, 39, 84010 Minori Italia",,, 089 854 1603
283,Susy beach,https://www.tripadvisor.it/Restaurant_Review-g580202-d3482710-Reviews-Susy_beach-Minori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazzale California, Minori Italia",,,
284,La taverna dell'orso,https://www.tripadvisor.it/Restaurant_Review-g1149890-d8381003-Reviews-La_Taverna_Dell_orso-Gragnano_Province_of_Naples_Campania.html,"Via Castello 13 Gragnano, 80054 Gragnano Italia",,http://www.facebook.com/La-Taverna-Dellorso-ex-barzanella-1543653382567346, 333 160 7253
285,Ristorante Casa Mele,https://www.tripadvisor.it/Restaurant_Review-g194863-d6755985-Reviews-Ristorante_Casa_Mele-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Guglielmo Marconi, 76, 84017, Positano Italia",,,
286,La Taverna del Brigante,https://www.tripadvisor.it/Restaurant_Review-g580201-d3299712-Reviews-La_Taverna_del_Brigante-Agerola_Province_of_Naples_Campania.html,"Via del Monte 2 Via Radicosa, 6, 80051, Agerola Italia",,, 081 879 2928
287,Anema E Core,https://www.tripadvisor.it/Restaurant_Review-g194806-d23441081-Reviews-Anema_E_Core-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Nuova Chiusi 9, 84010, Maiori Italia",http://www.ristoranteanemaecore.it,, 089 935 5525
288,Ristorante Pizzeria Nettuno,https://www.tripadvisor.it/Restaurant_Review-g194806-d1495283-Reviews-Ristorante_Pizzeria_Nettuno-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gaetano Capone, 1, 84010, Maiori Italia",,, 089 877594
289,Zass Restaurant,https://www.tripadvisor.it/Restaurant_Review-g194863-d4875742-Reviews-Zass_Restaurant-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Laurito 2 Il San Pietro di Positano, 84017, Positano Italia",,,
290,Acquachiara Cafè&Food,https://www.tripadvisor.it/Restaurant_Review-g194806-d10630010-Reviews-Acquachiara_Cafe_Food-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Lungomare Gaetano Capone 17-19, 84010, Maiori Italia",,https://www.facebook.com/Acquachiara-Caf%C3%A8Food-1532625007005161/?fref=n, 393 331 2968
291,Armatore - La Dispensa,https://www.tripadvisor.it/Restaurant_Review-g635620-d14782770-Reviews-Armatore_La_Dispensa-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cantone 1, 84010 Cetara Italia",http://www.armatorecetara.it,, 089 262034
